PRODUCT;AGE;AREA;RESIDENTIAL_PLACE;EDUCATION;MARITAL_STATUS;HOUSEHOLD_MEMBERS;NO_OF_DEPENDENTS;INCOME;WORK_SENIORITY;BUSINESS AGE;ECONOMIC_SECTOR;EMPLOYEE_NO;LENGTH_RELATIONSHIP_WITH_CLIENT;DEBIT_CARD;CURRENT_ACCOUNT;SAVING_ACCOUNT;SALARY_ACCOUNT;FOREIGN_ACCOUNT;FINALIZED_LOAN;DEPOSIT;PENSION_FUNDS;DEFAULT_FLAG
B;24;County capital;Living with family;Post secondary school;single;1;0;1370.0;1;19;Manufacturing;> 1.000;1;False;1;0;0;0;0;0;0;0
E;54;County capital;Owner without mortgage;Highschool;married;2;0;1646.0;10;17;Water supply;between 251-500;12;True;1;0;0;0;1;0;0;0
B;63;County capital;Owner without mortgage;University;single;1;0;982.0;5;16;Missing;Missing;11;False;0;0;0;0;0;0;0;0
C;35;County capital;Owner without mortgage;University;married;3;1;8442.5;7;20;Financial and insurance activities;> 1.000;16;False;1;0;0;0;0;0;0;0
C;47;Rural area;Owner without mortgage;Post secondary school;married;2;0;1137.0;16;16;Manufacturing;between 251-500;12;False;0;0;0;0;0;0;0;0
F;48;Urban area;Living with family;University;married;3;2;4041.6;7;20;Wholesale and retail trade;between 51-100;10;False;0;0;0;0;1;0;0;0
E;26;"";Living with family;University;married;2;0;1078.0;3;23;Wholesale and retail trade;> 1.000;2;True;1;0;1;0;0;0;0;1
F;26;Rural area;Living with family;University;single;1;0;1290.0;5;10;Missing;between 101-250;1;False;0;0;0;0;0;0;0;0
B;56;County capital;Owner without mortgage;University;single;1;0;1218.0;3;3;Missing;between 21-50;1;False;1;0;0;0;0;0;0;1
C;26;County capital;Owner with mortgage;Post-graduate;married;2;0;2251.0;2;8;Financial and insurance activities;between 11-20;1;True;1;0;0;0;0;0;0;0
C;59;County capital;Owner without mortgage;University;married;2;0;3969.5;9;15;Other;> 1.000;12;False;0;0;0;0;1;0;0;0
F;32;County capital;Owner without mortgage;University;married;2;0;1486.66;5;24;Accommodation and food service activities;between 21-50;1;False;0;0;0;0;0;0;0;0
F;33;County capital;Living with family;University;single;1;0;1350.4;4;4;Education;between 51-100;4;False;0;0;0;0;0;0;0;0
E;39;County capital;Owner with mortgage;University;married;2;0;2253.0;7;25;Public administration and defence;between 251-500;13;True;1;0;0;0;0;0;0;0
C;61;County capital;Owner without mortgage;University;married;2;0;1265.34;7;10;Manufacturing;between 101-250;7;False;0;0;0;0;0;0;0;0
C;45;County capital;Owner without mortgage;Vocational school;single;1;0;2131.0;4;14;Manufacturing;between 251-500;14;False;0;0;0;0;0;0;0;0
E;55;County capital;Owner without mortgage;Highschool;divorced;1;0;549.0;5;16;Missing;Missing;1;True;1;0;1;0;0;1;0;0
B;30;County capital;Owner with mortgage;Missing;single;1;0;1288.28;1;14;Human health and social work activities;between 21-50;7;False;0;0;0;0;0;0;0;0
B;43;County capital;Owner without mortgage;Missing;married;2;0;2007.0;6;20;Accommodation and food service activities;between 51-100;1;True;1;0;0;0;0;0;0;0
B;61;County capital;Living with family;Other;single;1;0;529.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
F;39;Urban area;Owner with mortgage;University;married;4;2;3581.87;18;18;Mining and quarrying;> 1.000;15;False;0;0;0;0;1;0;0;0
C;28;County capital;Living with family;Highschool;single;1;0;1048.66;8;19;Wholesale and retail trade;between 251-500;1;False;0;0;0;0;0;0;0;0
B;37;County capital;Living with family;Vocational school;married;1;0;980.71;4;19;Wholesale and retail trade;between 21-50;7;True;1;0;0;0;0;0;0;0
B;61;Urban area;Living with family;Post-graduate;divorced;1;0;1021.0;5;16;Missing;Missing;14;False;0;0;0;0;0;0;0;1
F;26;County capital;Living with family;Highschool;married;3;1;2563.33;2;7;Missing;between 51-100;2;False;0;0;0;0;0;0;0;0
B;32;Rural area;Living with family;Post-graduate;single;1;0;808.0;2;13;Professional, scientific and technical activities;between 0-10;10;False;0;0;0;0;0;0;0;0
F;32;Urban area;Living with family;University;single;1;0;2066.0;4;38;Human health and social work activities;between 501-1.000;1;True;1;0;0;0;0;0;0;0
B;28;Rural area;Living with family;University;married;2;0;932.0;8;22;Public administration and defence;between 251-500;1;False;0;0;0;0;0;0;0;0
C;66;County capital;Living with family;Missing;widow;1;0;1875.0;5;16;Missing;Missing;13;False;0;0;0;0;1;0;0;1
C;46;Urban area;Living with family;University;married;4;2;725.0;15;18;Wholesale and retail trade;between 0-10;1;False;0;0;0;0;0;0;0;0
C;24;County capital;Living with family;Highschool;single;1;0;2939.0;1;17;Transportation and storage;between 21-50;1;False;0;0;0;0;0;0;0;0
C;57;Urban area;Owner without mortgage;Missing;married;2;0;993.08;4;10;Manufacturing;between 51-100;12;True;1;0;0;0;1;0;0;1
C;48;County capital;Owner without mortgage;Missing;single;1;0;2460.0;29;16;Education;between 501-1.000;9;False;0;0;0;0;1;0;0;0
C;51;Rural area;Owner without mortgage;Post secondary school;divorced;1;0;1080.5;6;13;Manufacturing;between 101-250;9;True;1;0;0;0;1;0;0;0
F;23;County capital;Living with family;University;single;1;0;2744.0;4;13;Wholesale and retail trade;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;41;County capital;Owner without mortgage;Post secondary school;married;2;0;636.0;8;12;Human health and social work activities;between 0-10;2;True;1;0;0;0;0;0;0;0
E;65;County capital;Owner without mortgage;Post secondary school;married;2;0;1088.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
C;28;Urban area;Living with family;Highschool;single;1;0;779.95;2;13;Manufacturing;between 501-1.000;1;True;1;0;0;0;0;0;0;0
B;36;County capital;Living with family;Post-graduate;married;2;0;4800.0;2;3;Other;between 101-250;12;False;0;0;0;0;1;0;0;0
E;59;County capital;Owner without mortgage;Highschool;married;2;0;1361.0;5;16;Missing;Missing;11;True;1;0;0;0;1;0;0;0
B;46;Rural area;Owner without mortgage;Vocational school;married;2;0;1317.5;2;24;Agriculture, hunting and forestry;between 101-250;1;False;0;0;0;0;0;0;0;0
B;45;Rural area;Owner without mortgage;Other;married;2;0;1404.75;11;14;Manufacturing;> 1.000;11;False;0;0;0;0;1;0;0;0
C;52;County capital;Owner without mortgage;University;married;3;1;3458.0;18;32;Public administration and defence;between 251-500;11;False;0;0;0;0;0;0;0;0
C;70;County capital;Owner without mortgage;Middle school;widow;1;0;877.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
C;62;Rural area;Owner without mortgage;University;widow;1;0;2564.0;5;16;Missing;Missing;13;True;1;0;0;0;1;0;0;0
C;53;Urban area;Owner without mortgage;Post secondary school;divorced;1;0;1180.0;11;25;Manufacturing;between 251-500;1;False;0;0;0;0;0;0;0;0
C;32;Rural area;Living with family;Post secondary school;divorced;1;0;1052.2475;11;23;Missing;between 101-250;1;False;0;0;0;0;0;0;0;0
B;45;Urban area;Owner without mortgage;Post secondary school;single;1;0;1637.0;5;14;Missing;> 1.000;16;False;0;0;0;0;0;0;0;0
C;58;County capital;Owner without mortgage;Highschool;married;2;0;762.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
B;24;Rural area;Living with family;Other;single;1;0;1265.25;2;17;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
B;45;Rural area;Living with family;Other;married;2;0;1241.46;3;12;Manufacturing;between 51-100;2;False;0;0;0;0;0;0;0;0
B;45;County capital;Owner without mortgage;Highschool;married;2;1;913.0;5;15;Manufacturing;between 21-50;2;False;0;0;0;0;0;0;0;0
B;62;County capital;Owner without mortgage;Highschool;married;2;0;2856.0;7;10;Transportation and storage;between 21-50;1;False;0;0;0;0;0;0;0;0
C;64;Rural area;Living with family;Vocational school;married;2;0;834.0;5;16;Missing;Missing;4;True;1;0;0;0;0;0;0;0
F;28;Urban area;Owner with mortgage;University;single;1;0;3895.75;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
E;48;County capital;Owner without mortgage;Post-graduate;widow;1;0;3803.4975;4;4;Electricity and gas;between 251-500;1;True;1;0;1;0;0;0;0;0
B;33;Rural area;Living with family;Other;single;1;0;851.0;3;23;Transportation and storage;between 101-250;1;False;0;0;0;0;0;0;0;0
E;61;County capital;Owner without mortgage;College;single;2;0;1205.0;18;24;Manufacturing;between 21-50;1;True;1;0;0;0;0;0;0;0
B;39;County capital;Owner with mortgage;Post-graduate;married;4;2;2562.0;10;22;Public administration and defence;between 501-1.000;2;True;1;0;0;0;0;0;0;0
F;27;County capital;Living with family;University;married;2;0;950.0;3;8;Missing;between 0-10;1;False;1;0;0;0;0;0;0;0
C;33;Urban area;Living with family;University;married;2;0;1082.0;6;19;Missing;between 101-250;14;False;0;0;0;0;0;0;0;0
C;35;Rural area;Owner without mortgage;University;single;1;0;756.0;3;14;Wholesale and retail trade;between 21-50;10;False;0;0;0;0;0;0;0;0
C;21;Urban area;Owner without mortgage;Highschool;single;1;0;996.1575;2;15;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;1
C;29;Rural area;Living with family;Vocational school;married;2;0;896.98;2;19;Manufacturing;> 1.000;8;False;0;0;0;0;0;0;0;1
F;30;County capital;Living with family;University;married;2;0;1640.0;2;2;Professional, scientific and technical activities;between 0-10;8;False;0;0;0;0;0;0;0;0
C;25;Urban area;Other;University;single;1;0;1105.2475;2;22;Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
B;47;County capital;Owner without mortgage;University;married;2;0;2028.125;2;14;Construction;between 51-100;2;True;1;0;1;0;0;0;0;0
C;63;County capital;Other;Vocational school;married;2;0;615.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;24;County capital;Living with family;University;single;1;0;1224.8;1;12;Other;between 251-500;4;True;1;0;0;0;0;0;0;0
C;62;Rural area;Owner without mortgage;Highschool;married;2;0;839.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
F;25;Urban area;Living with family;Other;single;1;0;2705.245;2;10;Other;between 51-100;1;True;1;0;0;0;0;0;0;0
F;31;County capital;Living with family;Highschool;divorced;1;1;3769.28;3;10;Transportation and storage;between 51-100;11;True;1;0;0;0;1;0;0;0
C;59;County capital;Owner without mortgage;Highschool;single;1;0;1236.0;9;22;Manufacturing;between 501-1.000;13;False;0;0;0;0;0;0;0;0
F;25;Rural area;Owner with mortgage;Highschool;single;1;0;858.25;4;"";Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
F;43;County capital;Owner without mortgage;University;married;2;0;880.28;2;20;Construction;between 11-20;10;False;0;0;0;0;0;0;0;0
B;48;Rural area;Owner without mortgage;Other;married;2;0;1243.0;23;24;Water supply;between 501-1.000;1;True;1;0;1;0;0;0;0;0
C;33;Urban area;Living with family;Highschool;single;1;0;835.0;2;7;Manufacturing;between 51-100;9;False;0;0;0;0;0;0;0;0
B;33;Rural area;Owner without mortgage;Missing;married;3;1;1189.0;4;43;Missing;between 101-250;2;False;0;0;0;0;0;0;0;0
C;70;Rural area;Owner without mortgage;Highschool;married;2;0;948.0;5;16;Missing;Missing;9;True;1;0;0;0;1;0;0;0
B;41;Rural area;Owner without mortgage;Highschool;married;2;0;1995.55;22;38;Mining and quarrying;> 1.000;1;True;1;0;1;0;0;0;0;0
C;38;Rural area;Living with family;Highschool;married;2;0;2348.7175;8;24;Manufacturing;> 1.000;8;True;1;0;0;0;0;0;0;0
E;49;Rural area;Owner without mortgage;Post secondary school;married;2;1;4387.505;18;18;Mining and quarrying;> 1.000;1;True;1;0;1;0;1;0;0;0
F;42;County capital;Owner without mortgage;University;single;2;0;6592.6;2;2;Missing;between 0-10;2;True;1;0;0;0;0;0;0;0
E;36;Rural area;Living with family;Post secondary school;married;3;1;1988.0;13;45;Human health and social work activities;> 1.000;2;True;1;0;1;0;0;0;0;0
F;43;County capital;Owner without mortgage;Highschool;divorced;1;0;1958.0;9;23;Public administration and defence;between 501-1.000;2;True;1;0;0;0;0;1;0;0
C;34;Rural area;Living with family;Highschool;single;1;0;786.0;2;7;Manufacturing;between 251-500;1;True;1;0;0;0;0;0;0;0
F;29;County capital;Living with family;University;single;1;0;2844.5;8;10;Missing;between 501-1.000;2;False;0;0;0;0;0;0;0;0
C;66;Rural area;Owner without mortgage;Missing;widow;1;0;644.0;5;16;Missing;Missing;9;False;1;0;0;0;1;0;0;0
C;45;Rural area;Owner without mortgage;Highschool;married;3;1;1546.82;25;60;Manufacturing;> 1.000;11;False;0;0;0;0;1;0;0;0
F;33;County capital;Other;Highschool;single;1;0;1087.58;7;21;Manufacturing;between 501-1.000;2;False;0;0;0;0;0;0;0;0
C;32;Rural area;Owner without mortgage;University;single;1;0;6115.32;3;24;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
F;30;County capital;Living with family;Post-graduate;single;1;0;1151.0;4;11;Human health and social work activities;between 21-50;2;False;0;0;0;0;0;0;0;0
F;35;County capital;Living with family;University;married;2;0;3417.0;7;10;Public administration and defence;between 251-500;11;True;1;0;0;0;1;0;0;0
C;38;Urban area;Owner without mortgage;University;married;4;2;5561.0;11;11;Public administration and defence;between 251-500;1;False;0;0;0;0;0;0;0;0
E;43;County capital;Owner without mortgage;Post secondary school;married;3;1;3752.0;21;25;Human health and social work activities;> 1.000;12;True;1;0;1;0;1;0;0;0
C;68;County capital;Owner without mortgage;Vocational school;married;2;0;1353.0;5;16;Missing;Missing;8;False;0;0;0;0;0;0;0;0
F;32;County capital;Living with family;Post-graduate;married;2;0;3260.67;4;17;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;24;Rural area;Owner without mortgage;Post secondary school;single;2;1;869.6575;5;5;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;58;Urban area;Owner without mortgage;University;married;2;0;1785.0;5;16;Missing;Missing;9;True;1;0;0;0;1;0;0;0
C;41;Rural area;Owner without mortgage;College;married;2;1;763.0;1;24;Manufacturing;between 51-100;2;False;0;0;0;0;0;0;0;0
F;30;Rural area;Living with family;University;married;3;1;4563.9;4;15;Other;between 0-10;7;False;0;0;0;0;0;0;0;0
F;36;Urban area;Living with family;Post secondary school;married;2;0;1451.65;11;12;Public administration and defence;between 51-100;22;True;1;0;0;0;1;0;0;0
B;30;County capital;Living with family;University;married;2;0;3003.0;7;10;Wholesale and retail trade;between 21-50;11;True;1;0;1;0;0;0;0;0
C;69;Urban area;Owner without mortgage;Highschool;married;2;0;1932.0;5;16;Missing;Missing;5;False;1;0;0;0;0;0;0;0
B;41;County capital;Living with family;Vocational school;single;1;0;1119.75;6;17;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
C;58;County capital;Living with family;Post secondary school;single;1;0;561.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;1
C;23;Rural area;Living with family;Post secondary school;single;1;0;710.0;4;8;Construction;between 21-50;2;False;0;0;0;0;0;0;0;0
C;29;Urban area;Living with family;Other;single;1;0;1090.41;2;16;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;1
C;61;County capital;Owner without mortgage;College;divorced;1;1;774.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
C;59;Urban area;Living with family;Highschool;single;1;0;666.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;63;County capital;Owner without mortgage;University;married;2;0;871.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
B;33;County capital;Living with family;Post secondary school;married;2;0;1257.3325;4;8;Wholesale and retail trade;between 21-50;2;False;0;0;0;0;0;0;0;0
F;39;County capital;Owner with mortgage;University;married;3;1;8790.0;5;10;Information and communication;between 101-250;10;True;1;0;0;0;1;0;0;0
C;32;County capital;Other;University;married;2;0;1726.5;11;19;Wholesale and retail trade;> 1.000;1;False;0;0;0;0;0;0;0;0
B;59;County capital;Owner without mortgage;University;single;1;0;1487.4525;24;25;Transportation and storage;between 101-250;11;True;1;0;0;0;1;0;0;0
B;47;Urban area;Owner without mortgage;Post secondary school;married;2;0;2254.9975;20;25;Public administration and defence;between 251-500;13;False;0;0;0;0;1;0;0;0
C;44;Rural area;Living with family;Vocational school;single;2;1;1418.5;2;23;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;68;Rural area;Owner without mortgage;Vocational school;widow;1;0;982.0;5;16;Missing;Missing;2;True;1;0;1;0;0;0;0;0
F;37;Rural area;Owner with mortgage;Missing;married;2;0;3241.4975;10;21;Wholesale and retail trade;between 501-1.000;2;False;0;0;0;0;0;0;0;0
B;27;County capital;Living with family;University;single;1;0;982.0;2;23;Public administration and defence;between 51-100;2;True;1;0;1;0;0;0;0;1
C;46;Rural area;Owner without mortgage;Vocational school;single;2;0;1036.0;6;13;Manufacturing;between 51-100;1;False;1;0;0;0;0;0;0;0
F;25;County capital;Living with family;University;single;1;0;4099.6;2;4;Other;between 101-250;1;True;1;0;0;0;0;0;0;0
C;44;County capital;Owner without mortgage;Missing;married;2;0;3428.25;16;24;Manufacturing;between 501-1.000;12;True;1;0;0;0;1;0;0;0
C;46;Rural area;Living with family;Post secondary school;married;2;0;1998.0;3;3;Mining and quarrying;between 501-1.000;1;False;0;0;0;0;0;0;0;1
E;25;Urban area;Living with family;University;single;1;1;670.0;1;24;Transportation and storage;between 251-500;1;True;1;0;1;0;0;0;0;0
B;35;County capital;Owner with mortgage;Post-graduate;divorced;1;0;3246.245;4;4;Electricity and gas;between 251-500;13;False;0;0;0;0;0;0;0;0
C;65;Rural area;Owner without mortgage;Middle school;married;2;0;1381.0;5;16;Missing;Missing;10;False;0;0;0;0;1;0;0;0
C;63;Rural area;Owner without mortgage;Other;married;2;0;1307.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;42;County capital;Owner without mortgage;Other;married;2;0;1466.0;5;16;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;0
C;62;County capital;Living with family;University;married;2;0;3596.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;69;Urban area;Owner without mortgage;Missing;married;2;0;1380.0;5;16;Missing;Missing;11;False;0;0;0;0;1;0;0;0
C;59;Rural area;Living with family;Highschool;single;1;0;949.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;41;Rural area;Living with family;Other;married;2;0;1165.8275;2;16;Manufacturing;between 21-50;1;False;0;0;0;0;0;0;0;0
C;60;Rural area;Owner without mortgage;Vocational school;married;2;0;1411.0;5;16;Missing;Missing;8;False;1;0;0;0;1;0;0;0
C;35;Rural area;Owner without mortgage;University;single;1;0;1936.8;14;17;Transportation and storage;> 1.000;1;False;0;0;0;0;0;0;0;0
B;63;Urban area;Owner without mortgage;Highschool;married;2;0;997.0;5;16;Missing;Missing;10;True;1;0;0;0;1;0;0;0
C;26;Rural area;Living with family;University;single;1;0;1244.39;3;9;Missing;> 1.000;1;False;1;0;0;0;0;0;0;0
C;36;Rural area;Living with family;Highschool;married;5;3;1371.0;4;24;Water supply;between 101-250;2;False;0;0;0;0;0;0;0;1
F;37;County capital;Owner with mortgage;Middle school;married;3;1;26028.75;2;7;Human health and social work activities;between 21-50;1;False;1;0;0;0;0;0;0;0
C;45;Rural area;Owner without mortgage;Highschool;married;4;2;3166.41;18;18;Mining and quarrying;> 1.000;1;False;0;0;0;0;0;0;0;0
B;36;County capital;Living with family;Missing;divorced;2;1;1250.0;8;19;Manufacturing;between 21-50;2;False;0;0;0;0;0;0;0;0
