season,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,class
a,1.63,x,g,y,f,d,d,n,2.36,2.77,,s,n,,,f,f,,d,p
u,0.71,x,g,p,f,a,,n,4.21,1.05,,h,k,,,f,f,,d,p
a,7.66,p,y,w,f,,,k,14.57,17.12,,,w,,,f,f,,d,p
u,3.36,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,p
s,4.19,c,,g,f,f,f,f,5.53,16.9,,,n,,,f,f,,d,e
u,4.02,f,d,u,t,d,c,p,4.94,6.2,,,n,,,f,f,,d,e
s,0.63,x,g,e,f,a,,n,4.15,0.97,,h,k,,,f,f,,d,p
a,8.13,x,y,w,t,,,w,9.02,14.9,s,,w,,,t,l,,d,p
a,2.49,f,w,n,t,d,c,n,3.52,5.7,,,n,,,f,f,,d,p
u,1.06,x,g,w,f,a,d,w,3.22,1.4,,,e,,,f,f,,l,p
u,5.86,x,h,n,f,x,c,n,4.18,5.34,,s,n,,,t,r,,d,e
u,8.22,x,y,w,t,,,n,7.66,11.97,s,,w,,,t,l,,g,p
a,6.12,x,s,b,f,x,c,w,7.0,10.12,,s,n,,,f,f,,l,e
u,10.25,o,,n,f,f,f,f,3.64,27.14,,g,n,,,f,f,,d,p
a,4.12,f,t,n,f,x,c,p,6.47,4.83,,i,n,,,f,f,,g,p
a,6.19,x,y,w,t,,,w,7.48,11.69,s,,w,,,t,l,,d,p
a,15.41,x,s,g,f,s,,p,8.66,17.81,,i,n,,,f,f,,d,p
a,6.05,x,y,n,f,e,c,p,5.36,9.6,,y,n,,,f,f,,d,e
u,4.13,x,,w,f,d,,r,5.94,7.68,,,l,,,f,f,,l,e
u,3.66,f,d,n,f,x,c,y,4.79,3.25,b,i,n,,,f,f,,d,p
w,14.27,s,e,n,f,d,c,w,9.29,24.91,s,,w,,,f,f,,l,e
u,6.44,b,t,w,f,e,c,w,12.23,12.02,,y,w,u,w,t,e,,d,p
a,4.78,o,,w,f,f,f,f,6.09,35.45,,g,w,,,t,f,,d,p
a,6.63,s,,y,t,d,,o,5.02,12.43,,,w,,,t,f,,d,p
a,3.95,x,y,n,f,s,,y,3.6,5.81,,,w,,,f,f,,d,e
w,5.09,s,d,b,f,d,d,b,5.08,11.27,,,w,,,f,f,,g,e
a,17.37,f,k,w,t,d,d,n,6.81,30.22,,,w,,,f,f,,d,p
a,2.45,o,,k,f,f,f,f,3.15,12.15,,g,g,,,f,f,,d,p
w,9.23,x,y,e,f,,,w,8.3,27.53,b,,n,,w,t,e,,d,e
a,2.22,b,g,w,f,,c,n,6.16,3.06,,,n,,,f,f,,d,p
a,3.63,x,h,n,f,,c,k,7.41,7.39,,s,w,,w,f,f,k,d,e
u,9.36,x,,w,f,x,c,w,10.67,11.2,r,i,w,,,f,f,,h,p
a,9.83,x,e,o,f,a,,o,11.31,17.85,r,,o,,,t,r,n,d,p
w,6.28,x,,n,f,d,c,y,5.78,10.81,b,,n,,,f,f,,d,p
a,4.43,x,,y,f,s,d,y,5.2,13.19,,i,y,,,f,f,,d,p
a,3.5,x,d,w,f,d,d,w,3.62,2.64,,h,w,,,f,f,,g,p
a,13.3,x,h,e,f,e,,w,17.6,17.52,s,y,w,u,w,t,p,,d,p
a,5.39,b,d,n,f,d,c,y,5.27,5.69,,i,y,,,t,,,d,p
a,11.93,f,e,b,f,,c,b,5.27,20.25,,,w,,,t,f,,d,e
a,9.23,x,e,n,f,a,,n,10.24,15.61,s,,n,,n,f,f,,d,p
w,10.38,f,y,e,f,,,w,7.37,26.73,b,,n,,w,t,e,,d,e
u,14.91,s,s,n,f,d,c,y,6.32,37.3,,k,n,,,f,f,,d,p
u,7.79,b,t,w,f,e,c,w,12.08,12.37,,y,w,u,w,t,e,,d,p
u,7.42,s,l,w,f,d,,w,3.55,8.62,,,w,,,f,f,,g,e
u,8.2,x,d,w,f,s,c,w,8.62,29.34,,,w,,,f,f,,m,e
u,3.39,s,w,u,f,a,c,g,6.44,7.05,,s,u,,,f,f,,d,p
w,4.4,f,g,g,f,a,d,g,7.5,4.09,,s,n,,,f,f,,d,e
a,1.69,f,t,n,f,,,n,8.58,3.11,,,y,,,f,f,,g,p
a,6.57,f,s,o,f,s,,y,8.57,12.75,,i,o,,,f,f,,d,e
a,5.73,s,,n,f,d,c,w,4.84,8.11,,s,w,,,f,f,,d,e
a,6.39,s,l,w,f,d,,p,3.56,9.98,,,w,,,f,f,,g,e
u,9.28,s,t,p,t,d,c,p,8.41,13.65,,,p,,,t,f,,d,p
s,3.98,x,,n,f,x,c,n,8.44,9.43,b,,n,,w,t,,,d,e
a,1.23,f,w,g,f,,d,k,4.96,2.27,,,w,,,f,f,,g,e
w,3.14,b,h,n,f,,,n,10.32,5.85,,,w,,,t,,k,g,p
a,6.12,x,t,n,f,s,,n,4.73,6.78,,y,n,,,f,f,,d,p
u,4.94,x,s,o,f,e,,k,6.84,6.75,,,k,,,f,f,,m,p
a,6.2,x,e,e,f,a,,y,7.78,9.48,,,y,,w,t,z,,d,p
a,0.69,x,g,o,f,,,y,3.49,0.72,,,w,,,f,f,,d,p
a,8.42,b,y,w,f,,,p,14.5,17.81,,,w,,,f,f,,d,p
u,0.9,x,g,p,f,a,,n,4.66,1.06,,s,k,,,f,f,,d,p
a,1.17,o,k,n,f,,,n,3.7,1.35,,,n,,,f,f,,d,p
w,6.56,f,,n,f,s,c,p,8.43,22.67,b,,u,,,f,f,,d,e
a,3.85,b,t,n,f,x,c,p,6.17,3.94,,i,g,,,f,f,,d,p
a,8.63,x,g,n,f,e,,w,8.34,16.12,,y,w,u,w,t,p,,d,p
u,1.06,x,g,w,f,a,d,w,3.52,1.74,,,e,,,f,f,,d,p
a,3.99,x,,e,f,,c,g,2.94,12.16,,,y,,,f,f,,d,p
a,1.57,x,i,l,f,a,,w,3.25,2.18,,,w,,,f,f,p,g,p
w,3.78,x,t,o,f,a,c,n,4.44,5.92,,y,o,,,t,z,,d,p
a,5.59,s,,n,f,d,c,w,4.07,6.84,,s,w,,,f,f,,d,e
a,3.09,f,h,n,f,,c,k,5.92,6.15,,s,w,,w,f,f,k,d,e
a,5.29,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
u,4.14,s,,u,f,a,,w,4.29,7.56,,,w,,,f,f,,d,p
u,18.5,x,d,e,f,p,,n,18.06,36.24,s,y,w,,,f,f,,d,e
a,1.55,x,s,n,f,a,,w,5.76,1.83,,t,y,,,f,f,,h,e
a,4.59,x,,w,f,a,,r,5.82,6.75,,,w,,,f,f,,d,e
a,2.51,b,g,n,f,x,d,w,4.23,2.95,,,y,,,f,f,,g,e
s,49.34,o,y,y,f,p,,y,5.12,28.91,,k,k,,,f,f,,d,e
a,3.21,x,y,n,f,a,,w,5.42,3.6,,y,y,,,t,r,,g,p
u,5.33,p,s,w,f,e,c,p,3.58,11.06,,,w,,w,t,e,,m,e
u,7.67,x,t,n,f,a,d,w,10.8,31.6,,,w,,,f,f,,d,p
a,6.63,o,e,o,f,,c,o,1.5,15.53,,,y,,,f,f,,d,p
a,4.66,x,,p,f,,c,g,3.8,12.79,,,y,,,f,f,,d,p
u,8.83,x,s,u,f,a,c,w,4.88,16.4,,,w,,,f,f,,d,e
a,3.02,f,w,p,f,a,,r,4.61,5.98,,t,r,,,f,f,,d,p
u,14.48,x,s,n,t,p,,o,9.91,34.1,c,,y,,,f,f,,d,p
u,3.09,b,y,n,f,e,c,w,3.79,3.38,,k,w,,,t,e,,d,p
u,10.1,o,,e,f,f,f,f,2.86,22.95,,g,n,,,f,f,,d,p
u,7.83,x,t,y,f,p,,y,7.83,13.5,,,y,,y,t,,,d,e
a,1.37,c,g,n,f,a,,g,4.77,1.26,,,g,,,f,f,,l,e
u,12.31,x,s,y,f,s,,p,7.71,17.81,,i,n,,,f,f,,d,p
w,9.54,p,y,w,f,e,c,p,23.35,13.05,,s,w,,,t,e,,d,e
a,6.76,f,y,e,f,s,c,y,7.42,18.47,,y,u,,,f,f,,d,p
a,6.56,x,s,n,t,s,d,r,5.46,16.41,r,y,w,,,f,f,,d,p
u,4.38,x,,l,f,a,,r,6.33,8.37,,,w,,,f,f,,d,e
u,3.67,b,y,n,f,,c,g,5.8,4.56,s,s,w,,,f,f,,d,p
a,4.76,x,,w,f,x,c,w,7.05,4.25,,,w,,,f,f,,d,e
a,4.8,x,,w,f,x,c,g,6.83,4.15,,,w,,,f,f,,d,e
w,5.89,s,d,b,f,d,d,o,5.02,11.77,,,w,,,f,f,,d,e
u,2.97,s,w,u,f,a,c,g,5.84,4.87,,s,u,,,f,f,,d,p
w,24.5,x,s,n,f,p,,y,6.3,49.97,,,n,,,f,f,,d,p
a,11.41,x,e,n,t,p,,e,6.41,24.09,,,e,,,f,f,,d,p
u,3.31,x,k,n,f,s,,p,3.77,2.96,,,n,,,f,f,p,g,p
u,7.44,x,,n,f,a,,w,6.58,13.46,,,g,,,f,f,,d,e
u,4.23,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
a,6.73,f,h,k,f,s,d,w,5.13,10.03,,s,g,,,f,f,,d,e
u,13.87,p,t,n,f,p,,y,15.36,73.88,,,n,,,f,f,,d,e
a,6.2,f,i,n,f,e,c,n,5.17,13.23,,,w,,,t,r,,w,e
u,10.62,x,e,n,t,p,,o,8.91,27.04,,,u,,,f,f,,d,p
u,3.97,s,,n,t,d,c,w,5.67,6.12,,,e,,,f,f,,d,p
u,3.81,s,d,n,t,d,c,p,4.17,5.74,,,n,,,f,f,,d,e
s,9.9,o,,n,f,f,f,f,3.76,25.19,,g,n,,,f,f,,d,p
u,3.71,b,w,u,f,a,c,u,5.51,5.78,,s,u,,,f,f,,l,p
u,3.74,x,y,y,f,a,,w,6.14,3.61,,y,n,,,t,r,,h,p
u,1.38,b,h,n,f,a,,n,3.99,1.42,,t,n,,,f,f,,h,p
u,10.23,s,t,o,t,d,c,o,6.63,18.03,,,w,,,f,f,,d,e
a,11.68,f,g,o,f,e,,w,17.31,16.62,s,y,w,u,w,t,g,,d,p
a,8.94,x,h,y,f,p,,y,7.06,14.9,,,y,,y,t,,,d,e
u,4.35,s,k,n,f,p,,n,2.94,6.1,,k,n,,,t,f,,d,p
a,4.43,x,,y,f,s,d,y,4.5,10.24,,i,y,,,f,f,,d,p
s,3.82,f,g,n,f,a,d,g,5.62,3.37,,s,g,,,f,f,,d,e
u,2.8,s,s,g,f,d,c,w,2.86,8.1,,,w,,,f,f,,g,p
w,13.04,f,s,e,f,a,d,w,10.74,18.67,,i,n,,,t,,w,d,e
u,8.96,x,s,w,f,s,c,w,7.01,34.65,,,w,,,f,f,,m,e
u,1.15,b,t,n,f,,c,g,3.9,2.81,,,n,,,t,f,,g,p
s,5.17,b,s,n,f,,,w,9.76,12.46,,s,w,,,t,z,,g,p
u,8.12,f,t,e,f,x,d,w,5.99,18.64,b,,w,,,f,f,,d,p
w,18.56,f,k,w,t,d,d,n,7.29,30.72,,,w,,,f,f,,d,p
u,10.5,x,,g,f,e,,w,10.57,12.26,,,w,u,w,t,g,,d,p
u,5.89,x,h,r,f,,c,w,10.48,13.41,,,w,u,w,t,p,,d,p
a,17.27,x,t,n,f,p,,w,19.99,73.54,,,n,,,f,f,,d,e
a,9.14,f,,y,f,x,c,y,6.92,11.14,,,w,,,f,f,,d,p
u,16.56,x,h,o,f,e,,w,18.89,18.11,s,y,w,u,w,t,p,,d,p
a,7.09,f,s,n,f,s,,n,9.06,12.51,,t,o,,,f,f,,d,e
u,3.39,b,t,n,f,,,k,10.32,5.47,,,w,,,t,,k,g,p
u,16.5,p,y,w,f,,,w,21.63,19.97,s,,n,,,t,m,,d,e
u,3.63,s,d,p,t,d,c,p,4.97,6.69,,,g,,,f,f,,d,e
a,6.34,s,,n,t,d,c,p,5.95,6.16,,,e,,,f,f,,d,p
u,11.71,s,,w,t,d,c,p,5.69,25.11,,,w,,,f,f,,d,e
u,3.9,x,s,o,f,p,,n,5.31,11.42,,,n,,,f,f,,d,e
a,1.05,x,g,w,f,a,d,w,3.05,1.41,,,e,,,f,f,,l,p
a,3.46,s,,y,f,f,f,f,6.97,7.78,,,o,,,f,f,,d,e
a,5.73,x,,e,f,,c,w,3.27,12.46,,,y,,,f,f,,d,p
w,1.35,f,w,n,f,,d,k,4.74,2.49,,,w,,,f,f,,d,e
u,4.4,x,,l,f,d,,r,5.86,7.67,,,l,,,f,f,,l,e
a,8.5,p,,g,f,a,,w,7.73,13.9,,,w,,,f,f,,g,e
a,14.66,x,s,n,t,e,,g,9.93,17.19,s,,w,,,t,l,,m,e
u,1.1,b,t,n,f,,c,k,4.04,2.54,,,n,,,t,f,,m,p
a,7.34,s,,g,f,s,c,g,7.04,19.69,b,,u,,,f,f,,d,e
u,9.63,s,t,p,t,d,c,p,7.99,14.69,,,p,,,t,f,,d,p
u,0.68,x,,o,f,d,,o,4.31,0.99,,,y,,,f,f,w,g,p
u,15.91,s,k,n,f,d,c,y,6.27,34.2,,k,n,,,f,f,,d,p
a,5.12,x,,p,f,,c,g,3.8,13.25,,,y,,,f,f,,d,p
s,3.5,c,e,y,t,x,c,r,5.39,11.08,,,w,,,f,f,,g,p
a,3.65,f,,b,f,x,,w,5.6,6.66,,,w,,,f,f,,d,p
a,3.78,b,g,n,f,x,d,w,4.36,3.1,,,y,,,f,f,,g,e
a,10.58,x,h,n,t,p,,o,9.36,25.44,c,,y,,,f,f,,d,p
a,12.08,x,s,n,f,s,,p,7.8,18.57,,i,n,,,f,f,,d,p
u,2.96,f,w,o,t,d,c,n,3.7,6.09,,,n,,,f,f,,d,p
u,1.56,x,w,g,f,,d,k,5.08,2.54,,,w,,,f,f,,g,e
u,13.13,x,h,w,f,s,,p,7.31,18.14,,i,n,,,f,f,,d,p
a,11.04,x,h,n,t,p,,y,9.9,23.21,,,n,,,f,f,,d,e
s,9.57,f,s,w,f,e,c,w,15.02,11.21,,s,w,,,t,e,,u,e
w,4.84,b,s,n,f,,,k,8.24,11.71,,s,w,,,t,z,,d,p
a,8.95,f,s,u,f,a,c,w,5.06,15.81,,,w,,,f,f,,d,e
a,10.48,x,t,n,t,p,,y,8.41,17.69,,,n,,w,t,p,,d,e
a,0.78,b,t,y,f,,c,k,2.72,2.18,,,n,,,t,f,,g,p
u,4.88,f,w,y,f,f,f,f,4.89,15.45,,,y,,,f,f,,d,e
u,1.0,c,g,e,t,a,,w,5.22,0.94,,,n,,,f,f,,d,e
a,7.08,s,d,b,f,d,d,o,5.71,12.4,,,w,,,f,f,,d,e
a,6.95,x,,n,t,x,,n,9.51,21.3,s,,u,,u,f,f,,d,p
a,13.38,s,t,k,f,a,d,y,6.49,17.15,,,w,,,f,f,w,d,e
u,23.46,f,y,n,f,,,w,33.03,24.73,s,,n,,,t,m,,m,e
u,2.66,x,s,e,f,a,c,e,4.62,5.8,,,e,,,f,f,,m,e
u,6.6,s,,n,f,d,c,w,5.31,8.41,,s,w,,,f,f,,l,e
w,9.69,s,,g,f,s,c,g,9.11,22.75,b,,u,,,f,f,,d,e
u,0.78,x,g,w,f,a,d,w,2.75,1.28,,,e,,,f,f,,l,p
u,0.7,x,,o,f,d,,o,4.88,0.98,,,y,,,f,f,w,g,p
u,7.0,b,t,w,f,e,c,w,12.06,12.35,,y,w,u,w,t,l,,d,p
u,5.56,c,i,y,f,,c,n,6.47,7.32,,,w,,,f,f,,d,p
u,6.88,x,,w,f,e,,w,5.66,12.48,b,,y,u,y,t,g,,d,e
u,1.04,x,g,w,f,a,d,w,3.1,1.67,,,n,,,f,f,,d,p
a,7.09,f,y,n,f,e,c,p,4.95,13.6,,,w,,,t,r,,w,e
u,4.59,f,l,n,f,x,d,y,6.12,5.02,,,n,,,f,f,,l,p
u,8.32,f,d,n,t,d,c,w,5.37,9.82,,,e,,,f,f,,d,p
a,9.97,p,y,n,t,e,,p,9.52,18.7,,y,w,,,t,p,,d,e
a,22.95,f,k,w,t,d,d,w,8.57,34.13,,,w,,,f,f,,d,p
a,10.06,x,t,n,t,p,,y,6.76,21.48,,,n,,,f,f,,d,e
u,6.12,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
u,1.19,f,s,y,f,f,f,f,3.02,4.74,,,y,,,f,f,,d,p
u,6.57,b,h,k,f,s,d,g,5.33,10.41,,s,g,,,f,f,,d,e
w,7.31,x,,n,f,s,c,g,5.5,19.91,b,,u,,,f,f,,d,e
u,4.46,x,s,o,f,p,,n,5.35,11.54,,,n,,,f,f,,d,e
a,0.7,x,g,n,t,a,,p,5.57,0.95,,,n,,,f,f,,h,e
u,1.54,x,g,n,f,d,d,n,1.94,2.48,,s,n,,,f,f,,d,p
a,7.84,x,,n,t,p,,g,13.72,25.37,,y,w,,,f,f,,d,e
a,12.93,x,s,n,f,e,c,p,8.03,11.24,,i,n,,,f,f,p,d,e
a,8.34,x,t,y,t,x,c,y,8.82,16.61,,,w,,,f,f,,d,e
u,11.68,x,e,n,t,p,,o,9.5,30.63,,,e,,,f,f,,d,p
u,3.9,x,,b,f,x,,w,5.8,6.96,,,w,,,f,f,,d,p
u,6.83,x,k,n,f,a,c,y,6.19,7.08,,i,y,,,t,,,d,p
a,8.19,x,e,n,f,a,,n,11.08,14.43,s,,n,,n,f,f,,d,p
u,10.13,s,t,p,t,d,c,o,6.26,17.33,,,w,,,f,f,,d,e
a,6.38,b,h,k,f,s,d,w,4.91,10.43,,s,g,,,f,f,,d,e
u,3.6,b,w,u,f,a,c,g,4.19,4.39,,s,u,,,f,f,,l,p
u,6.26,x,y,n,f,e,c,p,4.96,10.52,,y,n,,,f,f,,d,e
a,6.04,s,d,e,t,d,c,w,5.77,8.49,,,n,,,f,f,,d,p
u,5.95,f,s,u,f,a,c,w,4.94,15.85,,,w,,,f,f,,d,e
a,14.74,x,y,n,t,e,,w,10.71,18.76,,,w,,,t,,,g,e
s,1.47,b,g,w,f,,c,n,5.44,2.93,,,n,,,f,f,,m,p
u,1.57,p,t,n,f,a,c,n,6.49,2.36,,t,y,,,t,e,,m,p
a,3.9,x,d,o,f,a,c,e,4.67,5.99,,,e,,,f,f,,g,e
a,3.18,x,k,w,f,s,,p,3.86,2.92,,,n,,,f,f,p,g,p
u,12.84,p,s,n,t,e,,n,9.67,17.12,s,,w,,,t,l,,m,e
a,7.2,f,h,r,f,,c,w,10.96,14.71,,,w,u,w,t,p,,d,p
a,15.53,f,,g,f,d,c,y,2.81,17.22,,,w,,,f,f,,d,e
a,10.23,f,t,e,f,x,,w,17.02,9.53,r,g,n,,,f,f,,d,p
u,4.77,x,t,o,f,p,,n,5.84,11.25,,,e,,,f,f,,d,e
u,5.08,x,i,n,f,e,c,p,3.81,12.23,,,w,,,t,r,,w,e
a,4.17,b,t,n,f,x,c,p,6.8,4.78,,i,n,,,f,f,,d,p
a,7.29,x,w,p,f,s,c,p,4.6,10.12,,,p,,,f,f,,d,p
u,15.95,x,s,n,t,p,,y,10.14,33.05,c,,y,,,f,f,,d,p
u,6.68,x,s,r,t,s,d,r,5.88,15.46,r,y,w,,,f,f,,d,p
u,4.29,x,t,o,f,a,c,y,5.96,7.45,,g,o,,,f,f,,g,p
a,2.97,b,,n,f,a,,k,8.46,2.4,,,g,,w,f,f,k,g,p
w,15.28,f,g,o,f,e,,w,17.97,17.87,s,y,w,u,w,t,g,,d,p
u,1.85,x,i,l,f,a,,p,4.04,2.34,,,w,,,f,f,p,g,p
u,6.18,x,t,y,f,p,,y,7.36,14.94,,,y,,y,t,,,d,e
u,10.38,x,t,n,f,a,d,w,10.41,29.84,,,w,,,f,f,,d,p
u,4.03,f,l,y,f,x,d,e,4.95,4.48,,,n,,,f,f,,l,p
s,9.76,x,s,n,f,e,c,w,8.95,11.26,,i,w,,,f,f,p,d,e
a,1.92,x,i,k,f,a,,p,4.01,2.61,,,w,,,f,f,p,g,p
a,0.61,x,g,y,f,,,y,3.61,0.73,,,y,,,f,f,,d,p
a,3.59,b,w,u,f,a,c,g,5.56,6.28,,s,u,,,f,f,,d,p
a,8.38,f,e,b,f,,c,b,5.28,20.18,,,w,,,t,f,,d,e
a,5.69,x,d,n,t,p,,y,7.37,13.17,,,y,,,f,f,,d,e
a,8.13,x,h,y,t,x,c,y,8.32,16.04,,,w,,,f,f,,d,e
u,11.72,x,s,n,f,e,c,w,9.03,10.66,,i,n,,,f,f,p,d,e
u,4.17,o,l,n,f,f,f,f,7.51,38.1,,,n,,,f,f,g,d,e
u,4.01,f,g,n,f,a,d,g,5.92,3.47,,s,g,,,f,f,,d,e
w,8.65,s,,y,f,a,c,w,5.49,15.3,,,w,,,f,f,,d,e
a,3.04,x,i,e,f,,,e,4.01,4.49,,,e,,,f,f,n,d,p
a,1.56,b,h,n,f,a,,n,4.78,1.64,,t,n,,,f,f,,h,p
u,1.12,x,s,y,f,f,f,f,2.94,5.19,,,y,,,f,f,,d,p
u,2.46,b,y,n,f,,c,w,4.94,4.27,s,s,w,,,f,f,,d,p
a,6.28,f,s,n,f,x,c,w,6.2,9.7,,s,n,,,f,f,,l,e
u,5.66,b,h,k,f,s,d,w,4.93,10.28,,s,g,,,f,f,,d,e
a,9.51,s,s,n,f,x,,n,6.31,19.6,,,w,,,f,f,,d,e
u,6.31,x,h,y,t,x,c,y,7.74,13.95,,,w,,,f,f,,d,e
a,5.62,x,h,n,f,a,d,n,6.33,4.55,,t,w,,,t,l,,d,e
u,8.64,x,h,n,t,p,,y,7.66,21.57,,,n,,,f,f,,d,e
u,6.91,s,,n,f,d,c,w,5.9,7.34,,s,w,,,f,f,,h,e
a,3.4,f,w,o,t,d,c,y,3.49,6.55,,,n,,,f,f,,d,p
u,3.74,o,,w,f,f,f,f,5.23,28.66,,g,w,,,t,f,,d,p
a,1.44,x,g,n,f,d,d,n,2.02,2.51,,s,n,,,f,f,,d,p
u,9.01,x,t,n,f,a,d,w,11.07,29.15,,,w,,,f,f,,d,p
u,10.44,x,h,y,f,s,,y,7.24,17.12,,i,n,,,f,f,,d,p
u,10.07,x,t,n,t,p,,y,7.28,21.77,,,n,,,f,f,,d,e
u,4.28,c,i,y,f,,c,n,6.15,5.74,,,w,,,f,f,,d,p
w,6.87,s,,y,f,a,c,w,7.25,16.77,,,g,,,f,f,,d,e
s,1.54,o,k,n,f,,,n,4.17,1.66,,,n,,,f,f,,d,p
a,10.48,x,t,n,f,a,d,w,11.98,32.28,,,w,,,f,f,,d,p
w,6.04,x,,g,f,d,c,y,5.74,10.62,b,,n,,,f,f,,l,p
u,4.13,f,l,y,f,x,d,n,5.06,4.65,,,n,,,f,f,,l,p
u,6.65,s,,n,f,d,c,w,5.67,9.22,,s,w,,,f,f,,h,e
a,23.74,x,t,n,f,p,,w,21.55,89.45,,,n,,,f,f,,d,e
w,10.64,f,y,e,f,,,w,6.94,24.94,b,,n,,w,t,e,,d,e
u,3.47,f,w,u,f,a,c,u,6.76,7.0,,s,u,,,f,f,,l,p
u,8.67,s,,r,t,d,,o,5.39,13.12,,,w,,,t,f,,d,p
s,1.64,b,h,n,f,a,,n,5.16,1.59,,t,n,,,f,f,,d,p
a,8.54,f,w,y,f,f,f,f,5.41,16.58,,,y,,,f,f,,d,e
a,3.5,b,t,n,f,x,c,p,5.38,4.4,,i,n,,,f,f,,m,p
u,3.55,x,d,w,f,d,d,p,4.21,2.93,,h,w,,,f,f,,g,p
w,8.21,s,,g,f,s,c,g,7.37,20.02,b,,u,,,f,f,,d,e
a,2.65,s,,n,f,f,f,f,5.77,6.94,,,o,,,f,f,,d,e
a,8.2,x,,n,f,a,,w,8.54,17.83,,,g,,,f,f,,g,e
a,9.64,x,,u,t,x,,u,9.68,21.34,s,,n,,u,f,f,,d,p
a,3.39,o,,w,f,f,f,f,5.17,27.6,,g,w,,,t,f,,d,p
u,3.45,f,t,r,f,a,,y,5.5,7.76,,t,y,,,f,f,,g,p
u,19.63,p,y,n,f,,,w,25.79,19.47,s,,n,,,t,m,,d,e
a,2.97,b,,k,f,a,,k,8.9,2.28,,,g,,w,f,f,k,g,p
a,0.78,x,g,e,f,a,,p,4.5,1.04,,h,k,,,f,f,,d,p
a,2.76,x,h,p,f,a,c,o,4.36,6.67,,,e,,,f,f,,g,e
a,7.69,x,l,w,f,d,,p,3.49,8.83,,,w,,,f,f,,d,e
a,3.73,x,k,n,f,p,,e,4.95,10.62,,,n,,,f,f,,d,e
a,19.55,s,s,n,f,d,c,y,6.31,40.38,,k,k,,,f,f,,d,p
a,3.35,f,t,n,f,x,c,p,4.7,3.32,,i,g,,,f,f,,g,p
a,6.72,x,,y,f,s,d,y,6.74,15.43,,i,y,,,f,f,,d,p
u,8.34,x,y,y,f,a,c,n,10.85,11.94,,y,n,,,t,,,d,p
a,3.24,s,,n,f,f,f,f,6.4,6.97,,,o,,,f,f,,d,e
u,11.9,f,,n,t,,,w,9.65,14.63,b,,w,u,w,t,g,,d,e
a,12.2,s,,w,t,d,c,y,6.92,25.17,,,w,,,f,f,,d,e
w,4.14,x,h,n,f,a,d,y,7.25,6.62,,k,n,,,f,f,,d,e
a,3.05,s,w,o,t,d,c,y,2.9,5.93,,,n,,,f,f,,d,p
u,8.82,f,s,u,f,a,c,w,4.86,16.4,,,w,,,f,f,,d,e
a,4.76,c,i,y,f,,c,n,7.1,8.62,,,w,,,f,f,,d,p
u,7.65,s,t,g,t,d,,w,4.51,13.51,,t,n,,,f,f,,d,p
a,4.56,x,,l,f,d,,r,5.67,6.76,,,l,,,f,f,,d,e
u,6.49,b,h,g,f,s,d,g,5.89,11.2,,s,g,,,f,f,,d,e
w,18.25,x,t,k,f,a,d,k,7.31,23.51,,,w,,,f,f,w,d,e
a,3.92,x,h,n,f,a,c,n,3.99,6.42,,y,o,,,t,z,,d,p
a,2.87,s,w,u,f,a,c,u,4.27,4.55,,s,u,,,f,f,,l,p
a,3.19,x,k,w,f,s,,p,3.68,2.29,,,n,,,f,f,p,g,p
a,15.33,x,t,n,t,d,c,b,5.16,26.6,,,n,,,f,f,,g,p
s,5.76,x,h,n,f,x,c,w,5.81,6.19,,y,n,,,t,r,,d,e
a,7.67,x,t,y,t,x,c,y,8.73,16.59,,,w,,,f,f,,d,e
u,8.01,x,,y,f,e,,w,6.59,13.8,b,,y,u,w,t,g,,d,e
u,5.95,p,s,w,f,e,c,k,4.96,12.82,,,w,,w,t,e,,m,e
u,6.27,x,,n,t,p,,g,10.21,23.95,,y,w,,,f,f,,d,e
u,2.94,b,g,w,f,x,d,w,4.5,2.67,,,y,,,f,f,,g,e
u,2.99,f,d,u,t,d,c,p,4.47,6.19,,,g,,,f,f,,d,e
u,4.68,x,t,o,f,a,c,y,6.61,8.28,,g,o,,,f,f,,g,p
u,7.81,s,d,n,t,d,c,y,7.34,10.25,,,n,,,f,f,,d,p
u,17.34,f,y,w,f,,,w,24.22,20.24,s,,n,,,t,m,,m,e
a,1.66,f,y,o,f,a,,o,2.7,5.51,,,y,,,f,f,,h,p
u,7.69,s,t,p,t,d,c,o,4.74,15.46,,,w,,,f,f,,d,e
a,6.41,c,t,n,f,e,,w,12.74,12.86,,s,n,u,w,f,f,,d,e
s,1.3,x,k,n,f,,,n,2.8,1.24,,,n,,,f,f,,d,p
u,4.29,f,d,n,f,x,c,w,4.45,3.32,b,s,n,,,f,f,,d,p
u,4.0,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,p
w,5.28,x,t,n,f,a,d,n,5.33,4.98,,t,w,,,t,l,,d,e
a,10.05,x,y,n,t,e,,p,8.57,16.57,,y,w,,,t,l,,d,e
a,7.71,x,,n,t,p,,g,13.15,27.56,,y,w,,,f,f,,d,e
